rank	experiment	compression	int_encoding	date_encoding	timestamp_encoding	string_encoding	physical_bytes	baseline_encoded_bytes	encoded_bytes	compressed_bytes	post_encoding_ratio	post_compression_ratio	codec_ratio	elapsed_ms	result_file	column_stats_tsv	output_dir
39	rows-10000-comp-snappy-int-plain-str-delta-byte-array-date-plain-ts-rle-dict	snappy	plain	plain	rle-dict	delta-byte-array	7711890	8847066	4946859	1124269	1.788421	7.869172	4.400067	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-plain-str-delta-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-plain-str-delta-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-snappy-int-plain-str-delta-byte-array-date-plain-ts-rle-dict
40	rows-10000-comp-snappy-int-plain-str-delta-length-byte-array-date-plain-ts-rle-dict	snappy	plain	plain	rle-dict	delta-length-byte-array	7711890	8847066	7745343	1272414	1.142243	6.952978	6.087125	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-plain-str-delta-length-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-plain-str-delta-length-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-snappy-int-plain-str-delta-length-byte-array-date-plain-ts-rle-dict
41	rows-10000-comp-snappy-int-plain-str-plain-date-rle-dict-ts-plain	snappy	plain	rle-dict	plain	plain	7711890	8847066	8807000	1272813	1.004549	6.950798	6.919320	3	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-plain-str-plain-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-plain-str-plain-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-snappy-int-plain-str-plain-date-rle-dict-ts-plain
42	rows-10000-comp-snappy-int-plain-str-rle-dict-date-rle-dict-ts-plain	snappy	plain	rle-dict	plain	rle-dict	7711890	8847066	4502775	948506	1.964803	9.327370	4.747229	3	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-plain-str-rle-dict-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-plain-str-rle-dict-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-snappy-int-plain-str-rle-dict-date-rle-dict-ts-plain
43	rows-10000-comp-snappy-int-plain-str-delta-byte-array-date-rle-dict-ts-plain	snappy	plain	rle-dict	plain	delta-byte-array	7711890	8847066	4974816	1092954	1.778370	8.094637	4.551716	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-plain-str-delta-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-plain-str-delta-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-snappy-int-plain-str-delta-byte-array-date-rle-dict-ts-plain
44	rows-10000-comp-snappy-int-plain-str-delta-length-byte-array-date-rle-dict-ts-plain	snappy	plain	rle-dict	plain	delta-length-byte-array	7711890	8847066	7773300	1241099	1.138135	7.128413	6.263239	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-plain-str-delta-length-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-plain-str-delta-length-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-snappy-int-plain-str-delta-length-byte-array-date-rle-dict-ts-plain
45	rows-10000-comp-snappy-int-plain-str-plain-date-rle-dict-ts-rle-dict	snappy	plain	rle-dict	rle-dict	plain	7711890	8847066	8739067	1302147	1.012358	6.794214	6.711275	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-plain-str-plain-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-plain-str-plain-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-snappy-int-plain-str-plain-date-rle-dict-ts-rle-dict
46	rows-10000-comp-snappy-int-plain-str-rle-dict-date-rle-dict-ts-rle-dict	snappy	plain	rle-dict	rle-dict	rle-dict	7711890	8847066	4434842	977840	1.994900	9.047560	4.535345	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-plain-str-rle-dict-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-plain-str-rle-dict-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-snappy-int-plain-str-rle-dict-date-rle-dict-ts-rle-dict
47	rows-10000-comp-snappy-int-plain-str-delta-byte-array-date-rle-dict-ts-rle-dict	snappy	plain	rle-dict	rle-dict	delta-byte-array	7711890	8847066	4906883	1122288	1.802991	7.883062	4.372214	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-plain-str-delta-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-plain-str-delta-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-snappy-int-plain-str-delta-byte-array-date-rle-dict-ts-rle-dict
48	rows-10000-comp-snappy-int-plain-str-delta-length-byte-array-date-rle-dict-ts-rle-dict	snappy	plain	rle-dict	rle-dict	delta-length-byte-array	7711890	8847066	7705367	1270433	1.148169	6.963819	6.065150	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-plain-str-delta-length-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-plain-str-delta-length-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-snappy-int-plain-str-delta-length-byte-array-date-rle-dict-ts-rle-dict
49	rows-10000-comp-snappy-int-rle-dict-str-plain-date-plain-ts-plain	snappy	rle-dict	plain	plain	plain	7711890	8847066	6049931	1173639	1.462342	7.538149	5.154848	3	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-plain-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-snappy-int-rle-dict-str-plain-date-plain-ts-plain
50	rows-10000-comp-snappy-int-rle-dict-str-rle-dict-date-plain-ts-plain	snappy	rle-dict	plain	plain	rle-dict	7711890	8847066	1745706	849332	5.067901	10.416499	2.055387	3	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-rle-dict-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-snappy-int-rle-dict-str-rle-dict-date-plain-ts-plain
51	rows-10000-comp-snappy-int-rle-dict-str-delta-byte-array-date-plain-ts-plain	snappy	rle-dict	plain	plain	delta-byte-array	7711890	8847066	2217747	993780	3.989213	8.902439	2.231628	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-delta-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-snappy-int-rle-dict-str-delta-byte-array-date-plain-ts-plain
52	rows-10000-comp-snappy-int-rle-dict-str-delta-length-byte-array-date-plain-ts-plain	snappy	rle-dict	plain	plain	delta-length-byte-array	7711890	8847066	5016231	1141925	1.763688	7.747502	4.392785	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-delta-length-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-delta-length-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-snappy-int-rle-dict-str-delta-length-byte-array-date-plain-ts-plain
53	rows-10000-comp-snappy-int-rle-dict-str-plain-date-plain-ts-rle-dict	snappy	rle-dict	plain	rle-dict	plain	7711890	8847066	5981998	1202973	1.478948	7.354335	4.972679	3	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-plain-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-plain-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-snappy-int-rle-dict-str-plain-date-plain-ts-rle-dict
54	rows-10000-comp-snappy-int-rle-dict-str-rle-dict-date-plain-ts-rle-dict	snappy	rle-dict	plain	rle-dict	rle-dict	7711890	8847066	1677773	878666	5.273101	10.068747	1.909455	3	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-rle-dict-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-rle-dict-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-snappy-int-rle-dict-str-rle-dict-date-plain-ts-rle-dict
55	rows-10000-comp-snappy-int-rle-dict-str-delta-byte-array-date-plain-ts-rle-dict	snappy	rle-dict	plain	rle-dict	delta-byte-array	7711890	8847066	2149814	1023114	4.115270	8.647195	2.101246	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-delta-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-delta-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-snappy-int-rle-dict-str-delta-byte-array-date-plain-ts-rle-dict
56	rows-10000-comp-snappy-int-rle-dict-str-delta-length-byte-array-date-plain-ts-rle-dict	snappy	rle-dict	plain	rle-dict	delta-length-byte-array	7711890	8847066	4948298	1171259	1.787901	7.553467	4.224768	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-delta-length-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-delta-length-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-snappy-int-rle-dict-str-delta-length-byte-array-date-plain-ts-rle-dict
57	rows-10000-comp-snappy-int-rle-dict-str-plain-date-rle-dict-ts-plain	snappy	rle-dict	rle-dict	plain	plain	7711890	8847066	6009955	1171658	1.472069	7.550895	5.129445	3	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-plain-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-plain-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-snappy-int-rle-dict-str-plain-date-rle-dict-ts-plain
58	rows-10000-comp-snappy-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain	snappy	rle-dict	rle-dict	plain	rle-dict	7711890	8847066	1705730	847351	5.186674	10.440852	2.013015	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-snappy-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain
59	rows-10000-comp-snappy-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain	snappy	rle-dict	rle-dict	plain	delta-byte-array	7711890	8847066	2177771	991799	4.062441	8.920221	2.195779	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-snappy-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain
60	rows-10000-comp-snappy-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-plain	snappy	rle-dict	rle-dict	plain	delta-length-byte-array	7711890	8847066	4976255	1139944	1.777856	7.760965	4.365350	5	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-snappy-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-plain
61	rows-10000-comp-snappy-int-rle-dict-str-plain-date-rle-dict-ts-rle-dict	snappy	rle-dict	rle-dict	rle-dict	plain	7711890	8847066	5942022	1200992	1.488898	7.366465	4.947595	3	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-plain-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-plain-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-snappy-int-rle-dict-str-plain-date-rle-dict-ts-rle-dict
62	rows-10000-comp-snappy-int-rle-dict-str-rle-dict-date-rle-dict-ts-rle-dict	snappy	rle-dict	rle-dict	rle-dict	rle-dict	7711890	8847066	1637797	876685	5.401809	10.091499	1.868170	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-rle-dict-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-rle-dict-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-snappy-int-rle-dict-str-rle-dict-date-rle-dict-ts-rle-dict
63	rows-10000-comp-snappy-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-rle-dict	snappy	rle-dict	rle-dict	rle-dict	delta-byte-array	7711890	8847066	2109838	1021133	4.193244	8.663970	2.066174	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-snappy-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-rle-dict
64	rows-10000-comp-snappy-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-rle-dict	snappy	rle-dict	rle-dict	rle-dict	delta-length-byte-array	7711890	8847066	4908322	1169278	1.802462	7.566264	4.197737	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-snappy-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-rle-dict
65	rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain	zstd-3	plain	plain	plain	plain	7711890	8847066	8846925	760859	1.000016	11.627734	11.627549	3	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain
66	rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-plain	zstd-3	plain	plain	plain	rle-dict	7711890	8847066	4542719	636536	1.947527	13.898768	7.136625	3	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-plain
67	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	zstd-3	plain	plain	plain	delta-byte-array	7711890	8847066	5014753	767543	1.764208	11.526476	6.533514	3	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain
68	rows-10000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-plain	zstd-3	plain	plain	plain	delta-length-byte-array	7711890	8847066	7813238	794793	1.132317	11.131283	9.830532	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-plain
69	rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-rle-dict	zstd-3	plain	plain	rle-dict	plain	7711890	8847066	8778991	806438	1.007754	10.970547	10.886133	3	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-rle-dict
70	rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-rle-dict	zstd-3	plain	plain	rle-dict	rle-dict	7711890	8847066	4474785	682115	1.977093	12.970051	6.560162	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-rle-dict
71	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-rle-dict	zstd-3	plain	plain	rle-dict	delta-byte-array	7711890	8847066	4946819	813122	1.788435	10.880367	6.083735	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-rle-dict
72	rows-10000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-rle-dict	zstd-3	plain	plain	rle-dict	delta-length-byte-array	7711890	8847066	7745304	840372	1.142249	10.527559	9.216518	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-rle-dict
73	rows-10000-comp-zstd-3-int-plain-str-plain-date-rle-dict-ts-plain	zstd-3	plain	rle-dict	plain	plain	7711890	8847066	8806950	760879	1.004555	11.627428	11.574705	3	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-zstd-3-int-plain-str-plain-date-rle-dict-ts-plain
74	rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-rle-dict-ts-plain	zstd-3	plain	rle-dict	plain	rle-dict	7711890	8847066	4502744	636556	1.964817	13.898331	7.073602	3	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-rle-dict-ts-plain
75	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-rle-dict-ts-plain	zstd-3	plain	rle-dict	plain	delta-byte-array	7711890	8847066	4974778	767563	1.778384	11.526176	6.481263	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-rle-dict-ts-plain
